,municipio,total,5 estrellas,4 estrellas,3 estrellas,2 estrellas,1 estrellas,sin categoria,año
52,Tuxcueca,21,0,0,0,0,21,0,2016
53,Zapotlán del Rey,20,20,0,0,0,0,0,2016
55,Concepción de Buenos Aires,76,0,0,0,0,0,76,2016
56,Jilotlán de los Dolores,6,0,0,0,0,0,6,2016
57,La Manzanilla de la Paz,114,0,0,0,0,0,114,2016
58,Mazamitla,869,115,233,133,10,0,378,2016
59,Pihuamo,34,0,0,0,0,0,34,2016
60,Quitupan,16,0,0,0,0,0,16,2016
61,Santa María del Oro,11,0,0,0,0,0,11,2016
62,Tamazula de Gordiano,81,0,0,0,0,0,81,2016
63,Tecalitlán,31,0,11,20,0,0,0,2016
64,Valle de Juárez,58,0,0,0,0,0,58,2016
66,Amacueca,10,0,0,0,0,0,10,2016
67,Atemajac de Brizuela,59,19,0,8,22,0,10,2016
68,Atoyac,71,41,0,0,16,14,0,2016
69,Gómez Farías,44,0,0,0,0,0,44,2016
70,San Gabriel,42,0,0,0,0,0,42,2016
71,Sayula,144,51,66,0,27,0,0,2016
72,Tapalpa,702,35,102,55,0,0,510,2016
73,Teocuitatlán de Corona,6,0,0,0,0,0,6,2016
74,Tolimán,16,0,0,0,0,0,16,2016
75,Tuxpan,51,0,0,13,0,18,20,2016
76,Zacoalco de Torres,127,0,15,0,0,112,0,2016
77,Zapotiltic,90,0,0,0,0,0,90,2016
78,Zapotitlán de Vadillo,20,0,0,0,0,0,20,2016
79,Zapotlán el Grande,495,0,136,209,118,32,0,2016
81,Atengo,12,0,0,0,0,0,12,2016
82,Chiquilistlán,12,0,0,0,0,0,12,2016
83,El Grullo,141,0,60,35,29,17,0,2016
84,El Limón,22,0,0,13,0,0,9,2016
85,Juchitlán,6,0,0,0,6,0,0,2016
86,Tecolotlán,70,0,0,0,12,58,0,2016
87,Tenamaxtlán,28,0,0,0,0,0,28,2016
88,Tonaya,38,0,0,0,21,0,17,2016
89,Unión de Tula,83,0,0,19,0,0,64,2016
91,Autlán de Navarro,411,0,32,174,143,62,0,2016
92,Casimiro Castillo,66,0,0,34,32,0,0,2016
93,Cihuatlán,2251,192,511,823,283,264,178,2016
94,Cuautitlán de García Barragán ,28,0,0,0,0,28,0,2016
95,La Huerta,790,151,240,165,72,53,109,2016
96,Villa Purificación,74,0,0,0,0,0,74,2016
98,Cabo Corrientes,128,3,29,59,16,0,21,2016
99,Puerto Vallarta,23797,6465,3958,1525,664,381,10804,2016
100,Tomatlán,110,0,32,26,52,0,0,2016
102,Atenguillo,63,0,0,0,0,0,63,2016
103,Ayutla,76,0,0,0,0,0,76,2016
104,Cuautla,29,0,0,0,20,0,9,2016
105,Guachinango,39,0,0,0,0,0,39,2016
106,Mascota,350,51,75,113,77,34,0,2016
107,Mixtlán,40,0,0,0,0,0,40,2016
108,San Sebastián del Oeste,141,24,6,74,6,0,31,2016
109,Talpa de Allende,1481,0,26,56,0,40,1359,2016
111,Ahualulco de Mercado,116,0,0,0,0,0,116,2016
112,Amatitán,22,0,0,0,0,22,0,2016
113,Ameca,153,0,40,34,28,0,51,2016
114,Cocula,75,0,0,0,0,0,75,2016
115,El Arenal,66,0,0,0,0,0,66,2016
116,Etzatlán,79,0,0,0,0,0,79,2016
117,Hostotipaquillo,7,0,0,0,0,0,7,2016
118,Magdalena,133,0,0,0,0,0,133,2016
119,San Juanito de Escobedo,4,0,0,0,0,0,4,2016
120,San Marcos,21,0,0,0,0,0,21,2016
121,San Martín Hidalgo,128,0,0,0,74,54,0,2016
122,Tala,122,0,0,0,0,0,122,2016
123,Tequila,482,20,133,70,33,119,107,2016
124,Teuchitlán,56,0,0,0,0,0,56,2016
126,Acatlan de Juarez,14,0,0,0,0,0,14,2016
127,Cuquío,61,0,61,0,0,0,0,2016
128,El Salto,412,0,304,108,0,0,0,2016
129,Guadalajara,17251,3895,6378,3099,2850,610,419,2016
130,Ixtlahuacán de los Membrillos,61,0,12,0,0,11,38,2016
131,Ixtlahuacán del Río,20,0,0,0,0,0,20,2016
132,San Pedro Tlaquepaque,1075,298,202,575,0,0,0,2016
133,Tlajomulco de Zúñiga,341,10,135,139,0,0,57,2016
134,Tonalá,423,14,0,348,61,0,0,2016
135,Villa Corona,107,0,0,0,0,0,107,2016
136,Zapopan,6128,1247,2902,1068,42,0,869,2016
137,Zapotlanejo,188,0,18,153,17,0,0,2016
