,municipio,total,5 estrellas,4 estrellas,3 estrellas,2 estrellas,1 estrellas,sin categoria,año
51,HUEJUQUILLA EL ALTO,68,0,0,60,8,0,0,2018
52,IXTLAHUACÁN DE LOS MEMBRILLOS,61,0,12,0,0,11,38,2018
53,IXTLAHUACÁN DEL RÍO,20,0,0,0,0,0,20,2018
54,JALOSTOTITLÁN,151,50,27,54,0,20,0,2018
55,JAMAY,78,0,0,0,15,26,37,2018
56,JESÚS MARÍA,12,0,0,0,0,0,12,2018
57,JILOTLÁN DE LOS DOLORES,6,0,0,0,0,0,6,2018
58,JOCOTEPEC,395,99,76,67,14,37,102,2018
59,JUCHITLÁN,6,0,0,0,6,0,0,2018
60,LA BARCA,356,0,0,125,53,109,69,2018
61,LA HUERTA,790,151,240,165,72,53,109,2018
62,LA MANZANILLA DE LA PAZ,114,0,0,0,0,0,114,2018
63,LAGOS DE MORENO,852,157,143,203,93,0,256,2018
64,MAGDALENA,133,0,0,0,0,0,133,2018
65,MASCOTA,355,51,79,114,78,33,0,2018
66,MAZAMITLA,869,115,233,133,10,0,378,2018
67,MEXTICACÁN,10,0,0,0,0,0,10,2018
68,MEZQUITIC,49,0,0,0,20,0,29,2018
69,MIXTLÁN,40,0,0,0,0,0,40,2018
70,OCOTLÁN,444,0,96,25,0,81,242,2018
71,OJUELOS DE JALISCO,158,0,0,0,0,0,158,2018
72,PIHUAMO,34,0,0,0,0,0,34,2018
73,PONCITLÁN,95,0,0,4,0,73,18,2018
74,PUERTO VALLARTA,23995,6465,4084,1597,664,381,10804,2018
75,QUITUPAN,16,0,0,0,0,0,16,2018
76,SAN DIEGO DE ALEJANDRÍA,45,0,0,19,0,0,26,2018
77,SAN GABRIEL,42,0,0,0,0,0,42,2018
78,SAN IGNACIO CERRO GORDO,114,0,0,0,0,0,114,2018
79,SAN JUAN DE LOS LAGOS,3708,539,435,871,799,975,89,2018
80,SAN JUANITO DE ESCOBEDO,4,0,0,0,0,0,4,2018
81,SAN JULIÁN,202,0,69,133,0,0,0,2018
82,SAN MARCOS,21,0,0,0,0,0,21,2018
83,SAN MARTÍN DE BOLAÑOS,22,0,0,0,12,10,0,2018
84,SAN MARTÍN HIDALGO,64,0,0,0,37,27,0,2018
85,SAN MIGUEL EL ALTO,169,0,104,35,0,30,0,2018
86,SAN PEDRO TLAQUEPAQUE,1088,298,215,575,0,0,0,2018
87,SAN SEBASTIÁN DEL OESTE,141,24,6,74,6,0,31,2018
88,SANTA MARÍA DEL ORO,11,0,0,0,0,0,11,2018
89,SAYULA,144,51,66,0,27,0,0,2018
90,TALA,122,0,0,0,0,0,122,2018
91,TALPA DE ALLENDE,1481,0,26,56,0,40,1359,2018
92,TAMAZULA DE GORDIANO,81,0,0,0,0,0,81,2018
93,TAPALPA,702,35,102,55,0,0,510,2018
94,TECALITLÁN,31,0,11,20,0,0,0,2018
95,TECOLOTLÁN,70,0,0,0,12,58,0,2018
96,TENAMAXTLÁN,28,0,0,0,0,0,28,2018
97,TEOCALTICHE,99,0,55,0,44,0,0,2018
98,TEOCUITATLÁN DE CORONA,6,0,0,0,0,0,6,2018
99,TEPATITLÁN DE MORELOS,529,13,267,103,0,0,146,2018
100,TEQUILA,494,20,133,70,33,119,119,2018
101,TEUCHITLÁN,56,0,0,0,0,0,56,2018
102,TIZAPÁN EL ALTO,24,0,0,0,0,8,16,2018
103,TLAJOMULCO DE ZÚÑIGA,341,10,135,139,0,0,57,2018
104,TOLIMÁN,16,0,0,0,0,0,16,2018
105,TOMATLÁN,110,0,32,26,52,0,0,2018
106,TONALÁ,423,14,0,348,61,0,0,2018
107,TONAYA,38,0,0,0,21,0,17,2018
108,TOTATICHE,120,0,0,0,114,6,0,2018
109,TOTOTLÁN,17,0,0,0,0,0,17,2018
110,TUXCUECA,21,0,0,0,0,21,0,2018
111,TUXPAN,51,0,0,13,0,18,20,2018
112,UNIÓN DE SAN ANTONIO,28,0,0,0,0,0,28,2018
113,UNIÓN DE TULA,83,0,0,19,0,0,64,2018
114,VALLE DE GUADALUPE,50,0,0,0,0,0,50,2018
115,VALLE DE JUÁREZ,58,0,0,0,0,0,58,2018
116,VILLA CORONA,107,0,0,0,0,0,107,2018
117,VILLA GUERRERO,17,0,0,0,17,0,0,2018
118,VILLA HIDALGO,280,0,0,0,0,0,280,2018
119,VILLA PURIFICACIÓN,74,0,0,0,0,0,74,2018
120,YAHUALICA DE GONZÁLEZ GALLO,111,11,36,24,40,0,0,2018
121,ZACOALCO DE TORRES,127,0,15,0,0,112,0,2018
122,ZAPOPAN,7458,1599,3780,1917,82,71,9,2018
123,ZAPOTILTIC,90,0,0,0,0,0,90,2018
124,ZAPOTITLÁN DE VADILLO,20,0,0,0,0,0,20,2018
125,ZAPOTLÁN DEL REY,20,20,0,0,0,0,0,2018
126,ZAPOTLÁN EL GRANDE,495,0,136,209,118,32,0,2018
127,ZAPOTLANEJO,188,0,18,153,17,0,0,2018
