municipio,total,5 estrellas,4 estrellas,3 estrellas,2 estrellas,1 estrellas,sin categoria,año
BOLAÑOS,3,0,0,1,1,1,0,2017
CABO CORRIENTES,8,1,1,3,1,0,2,2017
CAÑADAS DE OBREGÓN,3,0,0,0,0,0,3,2017
CASIMIRO CASTILLO,2,0,0,1,1,0,0,2017
CHAPALA,49,5,15,8,13,5,3,2017
CHIMALTITÁN,2,0,0,0,1,0,1,2017
CHIQUILISTLÁN,1,0,0,0,0,0,1,2017
CIHUATLÁN,130,24,12,37,18,19,20,2017
COCULA,3,0,0,0,0,0,3,2017
COLOTLÁN,6,0,1,1,0,3,1,2017
CONCEPCIÓN DE BUENOS AIRES,5,0,0,0,0,0,5,2017
CUAUTITLÁN DE GARCÍA BARRAGÁN,130,24,12,37,18,19,20,2017
CUAUTLA,2,0,0,0,1,0,1,2017
CUQUÍO,2,0,2,0,0,0,0,2017
DEGOLLADO,2,0,1,1,0,0,0,2017
EL ARENAL,5,0,0,0,0,0,5,2017
EL GRULLO,6,0,1,2,2,1,0,2017
EL LIMÓN,2,0,0,1,0,0,1,2017
EL SALTO,4,0,3,1,0,0,0,2017
ENCARNACIÓN DE DÍAZ,6,0,4,1,1,0,0,2017
ETZATLÁN,6,0,0,0,0,0,6,2017
GÓMEZ FARÍAS,3,0,0,0,0,0,3,2017
GUACHINANGO,3,0,0,0,0,0,3,2017
GUADALAJARA,289,30,77,51,89,20,22,2017
HOSTOTIPAQUILLO,1,0,0,0,0,0,1,2017
HUEJÚCAR,3,0,0,0,0,3,0,2017
HUEJUQUILLA EL ALTO,3,0,0,2,1,0,0,2017
IXTLAHUACÁN DE LOS MEMBRILLOS,3,0,1,0,0,1,1,2017
IXTLAHUACÁN DEL RÍO,1,0,0,0,0,0,1,2017
JALOSTOTITLÁN,7,1,2,3,0,1,0,2017
JAMAY,5,0,0,0,1,2,2,2017
JESÚS MARÍA,1,0,0,0,0,0,1,2017
JILOTLÁN DE LOS DOLORES,1,0,0,0,0,0,1,2017
JOCOTEPEC,23,5,4,4,1,4,5,2017
JUCHITLÁN,1,0,0,0,1,0,0,2017
LA BARCA,14,0,0,6,2,4,2,2017
LA HUERTA,32,10,3,5,7,5,2,2017
LA MANZANILLA DE LA PAZ,8,0,0,0,0,0,8,2017
LAGOS DE MORENO,32,4,4,5,3,0,16,2017
MAGDALENA,5,0,0,0,0,0,5,2017
MASCOTA,32,2,5,13,9,3,0,2017
MAZAMITLA,62,3,10,11,1,0,37,2017
MEXTICACÁN,1,0,0,0,0,0,1,2017
MEZQUITIC,4,0,0,0,1,0,3,2017
MIXTLÁN,4,0,0,0,0,0,4,2017
OCOTLÁN,20,0,3,2,0,5,10,2017
OJUELOS DE JALISCO,7,0,0,0,0,0,7,2017
PIHUAMO,2,0,0,0,0,0,2,2017
PONCITLÁN,7,0,0,1,0,4,2,2017
PUERTO VALLARTA,331,30,42,31,30,14,184,2017
QUITUPAN,1,0,0,0,0,0,1,2017
SAN DIEGO DE ALEJANDRÍA,4,0,0,1,0,0,3,2017
SAN GABRIEL,3,0,0,0,0,0,3,2017
SAN IGNACIO CERRO GORDO,3,0,0,0,0,0,3,2017
SAN JUAN DE LOS LAGOS,113,18,10,21,23,37,4,2017
SAN JUANITO DE ESCOBEDO,1,0,0,0,0,0,1,2017
SAN JULIÁN,3,0,1,2,0,0,0,2017
SAN MARCOS,2,0,0,0,0,0,2,2017
SAN MARTÍN DE BOLAÑOS,2,0,0,0,1,1,0,2017
SAN MARTÍN HIDALGO,4,0,0,0,3,1,0,2017
SAN MIGUEL EL ALTO,5,0,2,1,0,2,0,2017
SAN PEDRO TLAQUEPAQUE,23,11,4,8,0,0,0,2017
SAN SEBASTIÁN DEL OESTE,20,4,1,10,1,0,4,2017
SANTA MARÍA DEL ORO,1,0,0,0,0,0,1,2017
SAYULA,8,3,3,0,2,0,0,2017
TALA,7,0,0,0,0,0,7,2017
TALPA DE ALLENDE,90,0,1,1,0,1,87,2017
TAMAZULA DE GORDIANO,4,0,0,0,0,0,4,2017
TAPALPA,78,3,4,4,0,0,67,2017
TECALITLÁN,2,0,1,1,0,0,0,2017
TECOLOTLÁN,4,0,0,0,1,3,0,2017
TENAMAXTLÁN,2,0,0,0,0,0,2,2017
TEOCALTICHE,5,0,2,0,3,0,0,2017
TEOCUITATLÁN DE CORONA,1,0,0,0,0,0,1,2017
TEPATITLÁN DE MORELOS,16,1,6,5,0,0,4,2017
TEQUILA,27,1,6,5,3,2,10,2017
TEUCHITLÁN,4,0,0,0,0,0,4,2017
TIZAPÁN EL ALTO,2,0,0,0,0,1,1,2017
TLAJOMULCO DE ZÚÑIGA,8,1,1,2,0,0,4,2017
TOLIMÁN,3,0,0,0,0,0,3,2017
TOMATLÁN,7,0,1,1,5,0,0,2017
TONALÁ,12,1,0,8,3,0,0,2017
TONAYA,4,0,0,0,1,0,3,2017
TOTATICHE,7,0,0,0,6,1,0,2017
TOTOTLÁN,2,0,0,0,0,0,2,2017
TUXCUECA,2,0,0,0,0,2,0,2017
TUXPAN,3,0,0,1,0,1,1,2017
UNIÓN DE SAN ANTONIO,2,0,0,0,0,0,2,2017
UNIÓN DE TULA,5,0,0,1,0,0,4,2017
VALLE DE GUADALUPE,2,0,0,0,0,0,2,2017
VALLE DE JUÁREZ,3,0,0,0,0,0,3,2017
VILLA CORONA,8,0,0,0,0,0,8,2017
VILLA GUERRERO,1,0,0,0,1,0,0,2017
VILLA HIDALGO,14,0,0,0,0,0,14,2017
VILLA PURIFICACIÓN,6,0,0,0,0,0,6,2017
YAHUALICA DE GONZÁLEZ GALLO,6,1,2,1,2,0,0,2017
ZACOALCO DE TORRES,7,0,1,0,0,6,0,2017
ZAPOPAN,106,14,51,35,3,2,1,2017
ZAPOTILTIC,5,0,0,0,0,0,5,2017
ZAPOTITLÁN DE VADILLO,1,0,0,0,0,0,1,2017
ZAPOTLÁN DEL REY,2,2,0,0,0,0,0,2017
ZAPOTLÁN EL GRANDE,15,0,2,6,4,3,0,2017
ZAPOTLANEJO,9,0,1,7,1,0,0,2017
ACATIC,2,0,0,0,0,0,2,2018
ACATLÁN DE JUÁREZ,1,0,0,0,0,0,1,2018
AHUALULCO DE MERCADO,8,0,0,0,0,0,8,2018
AMACUECA,1,0,0,0,0,0,1,2018
AMATITÁN,2,0,0,0,0,2,0,2018
AMECA,6,0,1,2,1,0,2,2018
ARANDAS,11,1,2,1,3,4,0,2018
ATEMAJAC DE BRIZUELA,9,1,0,1,4,0,3,2018
ATENGO,1,0,0,0,0,0,1,2018
ATENGUILLO,6,0,0,0,0,0,6,2018
ATOTONILCO EL ALTO,9,0,1,2,0,0,6,2018
ATOYAC,5,3,0,0,1,1,0,2018
AUTLÁN DE NAVARRO,12,0,1,3,6,2,0,2018
AYOTLÁN,2,0,0,2,0,0,0,2018
AYUTLA,6,0,0,0,0,0,6,2018
BOLAÑOS,3,0,0,1,1,1,0,2018
CABO CORRIENTES,8,1,1,3,1,0,2,2018
CAÑADAS DE OBREGÓN,3,0,0,0,0,0,3,2018
CASIMIRO CASTILLO,2,0,0,1,1,0,0,2018
CHAPALA,49,5,15,8,13,5,3,2018
CHIMALTITÁN,2,0,0,0,1,0,1,2018
CHIQUILISTLÁN,1,0,0,0,0,0,1,2018
CIHUATLÁN,130,24,12,37,18,19,20,2018
COCULA,3,0,0,0,0,0,3,2018
COLOTLÁN,6,0,1,1,0,3,1,2018
CONCEPCIÓN DE BUENOS AIRES,5,0,0,0,0,0,5,2018
CUAUTITLÁN DE GARCÍA BARRAGÁN,130,24,12,37,18,19,20,2018
CUAUTLA,2,0,0,0,1,0,1,2018
CUQUÍO,2,0,2,0,0,0,0,2018
DEGOLLADO,2,0,1,1,0,0,0,2018
EL ARENAL,5,0,0,0,0,0,5,2018
EL GRULLO,6,0,1,2,2,1,0,2018
EL LIMÓN,2,0,0,1,0,0,1,2018
EL SALTO,4,0,3,1,0,0,0,2018
ENCARNACIÓN DE DÍAZ,6,0,4,1,1,0,0,2018
ETZATLÁN,6,0,0,0,0,0,6,2018
GÓMEZ FARÍAS,3,0,0,0,0,0,3,2018
GUACHINANGO,3,0,0,0,0,0,3,2018
GUADALAJARA,289,30,77,51,89,20,22,2018
HOSTOTIPAQUILLO,1,0,0,0,0,0,1,2018
HUEJÚCAR,3,0,0,0,0,3,0,2018
HUEJUQUILLA EL ALTO,3,0,0,2,1,0,0,2018
IXTLAHUACÁN DE LOS MEMBRILLOS,3,0,1,0,0,1,1,2018
IXTLAHUACÁN DEL RÍO,1,0,0,0,0,0,1,2018
JALOSTOTITLÁN,7,1,2,3,0,1,0,2018
JAMAY,5,0,0,0,1,2,2,2018
JESÚS MARÍA,1,0,0,0,0,0,1,2018
JILOTLÁN DE LOS DOLORES,1,0,0,0,0,0,1,2018
JOCOTEPEC,23,5,4,4,1,4,5,2018
JUCHITLÁN,1,0,0,0,1,0,0,2018
LA BARCA,14,0,0,6,2,4,2,2018
LA HUERTA,32,10,3,5,7,5,2,2018
LA MANZANILLA DE LA PAZ,8,0,0,0,0,0,8,2018
LAGOS DE MORENO,32,4,4,5,3,0,16,2018
MAGDALENA,5,0,0,0,0,0,5,2018
MASCOTA,32,2,5,13,9,3,0,2018
MAZAMITLA,62,3,10,11,1,0,37,2018
MEXTICACÁN,1,0,0,0,0,0,1,2018
MEZQUITIC,4,0,0,0,1,0,3,2018
MIXTLÁN,4,0,0,0,0,0,4,2018
OCOTLÁN,20,0,3,2,0,5,10,2018
OJUELOS DE JALISCO,7,0,0,0,0,0,7,2018
PIHUAMO,2,0,0,0,0,0,2,2018
PONCITLÁN,7,0,0,1,0,4,2,2018
PUERTO VALLARTA,331,30,42,31,30,14,184,2018
QUITUPAN,1,0,0,0,0,0,1,2018
SAN DIEGO DE ALEJANDRÍA,4,0,0,1,0,0,3,2018
SAN GABRIEL,3,0,0,0,0,0,3,2018
SAN IGNACIO CERRO GORDO,3,0,0,0,0,0,3,2018
SAN JUAN DE LOS LAGOS,113,18,10,21,23,37,4,2018
SAN JUANITO DE ESCOBEDO,1,0,0,0,0,0,1,2018
SAN JULIÁN,3,0,1,2,0,0,0,2018
SAN MARCOS,2,0,0,0,0,0,2,2018
SAN MARTÍN DE BOLAÑOS,2,0,0,0,1,1,0,2018
SAN MARTÍN HIDALGO,4,0,0,0,3,1,0,2018
SAN MIGUEL EL ALTO,5,0,2,1,0,2,0,2018
SAN PEDRO TLAQUEPAQUE,23,11,4,8,0,0,0,2018
SAN SEBASTIÁN DEL OESTE,20,4,1,10,1,0,4,2018
SANTA MARÍA DEL ORO,1,0,0,0,0,0,1,2018
SAYULA,8,3,3,0,2,0,0,2018
TALA,7,0,0,0,0,0,7,2018
TALPA DE ALLENDE,90,0,1,1,0,1,87,2018
TAMAZULA DE GORDIANO,4,0,0,0,0,0,4,2018
TAPALPA,78,3,4,4,0,0,67,2018
TECALITLÁN,2,0,1,1,0,0,0,2018
TECOLOTLÁN,4,0,0,0,1,3,0,2018
TENAMAXTLÁN,2,0,0,0,0,0,2,2018
TEOCALTICHE,5,0,2,0,3,0,0,2018
TEOCUITATLÁN DE CORONA,1,0,0,0,0,0,1,2018
TEPATITLÁN DE MORELOS,16,1,6,5,0,0,4,2018
TEQUILA,27,1,6,5,3,2,10,2018
TEUCHITLÁN,4,0,0,0,0,0,4,2018
TIZAPÁN EL ALTO,2,0,0,0,0,1,1,2018
TLAJOMULCO DE ZÚÑIGA,8,1,1,2,0,0,4,2018
TOLIMÁN,3,0,0,0,0,0,3,2018
TOMATLÁN,7,0,1,1,5,0,0,2018
TONALÁ,12,1,0,8,3,0,0,2018
TONAYA,4,0,0,0,1,0,3,2018
TOTATICHE,7,0,0,0,6,1,0,2018
TOTOTLÁN,2,0,0,0,0,0,2,2018
TUXCUECA,2,0,0,0,0,2,0,2018
TUXPAN,3,0,0,1,0,1,1,2018
UNIÓN DE SAN ANTONIO,2,0,0,0,0,0,2,2018
UNIÓN DE TULA,5,0,0,1,0,0,4,2018
VALLE DE GUADALUPE,2,0,0,0,0,0,2,2018
VALLE DE JUÁREZ,3,0,0,0,0,0,3,2018
VILLA CORONA,8,0,0,0,0,0,8,2018
VILLA GUERRERO,1,0,0,0,1,0,0,2018
VILLA HIDALGO,14,0,0,0,0,0,14,2018
VILLA PURIFICACIÓN,6,0,0,0,0,0,6,2018
YAHUALICA DE GONZÁLEZ GALLO,6,1,2,1,2,0,0,2018
ZACOALCO DE TORRES,7,0,1,0,0,6,0,2018
ZAPOPAN,106,14,51,35,3,2,1,2018
ZAPOTILTIC,5,0,0,0,0,0,5,2018
ZAPOTITLÁN DE VADILLO,1,0,0,0,0,0,1,2018
ZAPOTLÁN DEL REY,2,2,0,0,0,0,0,2018
ZAPOTLÁN EL GRANDE,15,0,2,6,4,3,0,2018
ZAPOTLANEJO,9,0,1,7,1,0,0,2018
MUNICIPIO,2205,179,293,380,240,198,915,2019
ACATIC,4,0,0,1,0,1,2,2019
ACATLÁN DE JUÁREZ,1,0,0,1,0,0,0,2019
AHUALULCO DE MERCADO,9,1,3,0,0,0,5,2019
AMACUECA,1,0,0,0,0,0,1,2019
AMATITÁN,3,0,0,1,0,2,0,2019
AMECA,6,0,2,2,1,1,0,2019
ARANDAS,15,1,2,1,3,4,4,2019
ATENGO,1,0,0,0,0,0,1,2019
ATENGUILLO,9,0,0,0,1,0,8,2019
ATOTONILCO EL ALTO,9,0,1,2,0,0,6,2019
AUTLÁN DE NAVARRO,13,0,1,3,6,2,1,2019
AYOTLÁN,2,0,0,2,0,0,0,2019
AYUTLA,6,0,0,0,0,0,6,2019
CABO CORRIENTES,8,1,1,4,1,0,1,2019
CAÑADAS DE OBREGÓN,3,2,1,0,0,0,0,2019
CASIMIRO CASTILLO,2,0,0,1,1,0,0,2019
CHAPALA,50,6,16,8,14,5,1,2019
CHIMALTITÁN,2,0,1,0,1,0,0,2019
CHIQUILISTLÁN,2,0,0,0,0,0,2,2019
CIHUATLÁN,145,32,13,43,26,19,12,2019
COCULA,10,0,1,0,0,0,9,2019
COLOTLÁN,7,0,1,1,0,3,2,2019
CONCEPCIÓN DE BUENOS AIRES,5,5,0,0,0,0,0,2019
CUAUTITLÁN DE GARCÍA B.,2,0,0,0,0,2,0,2019
CUAUTLA,2,0,0,0,1,0,1,2019
CUQUÍO,2,0,2,0,0,0,0,2019
DEGOLLADO,2,0,1,1,0,0,0,2019
EL ARENAL,5,0,0,0,0,0,5,2019
EL GRULLO,6,0,1,2,1,1,1,2019
EL SALTO,13,0,4,1,0,0,8,2019
ETZATLÁN,10,1,0,0,0,0,9,2019
GÓMEZ FARÍAS,3,0,0,0,0,0,3,2019
GUACHINANGO,3,0,0,0,0,0,3,2019
GUADALAJARA,304,16,63,49,37,49,90,2019
HOSTOTIPAQUILLO,1,0,0,0,0,0,1,2019
HUEJÚCAR,3,0,0,0,0,3,0,2019
HUEJUQUILLA EL ALTO,3,0,0,2,1,0,0,2019
IXTLAHUACÁN DE LOS MEMBRILLOS,3,0,0,3,0,0,0,2019
IXTLAHUACÁN DEL RÍO,5,0,0,0,0,0,5,2019
JALOSTOTITLÁN,8,1,2,3,0,1,1,2019
JAMAY,8,0,1,2,1,1,3,2019
JESÚS MARÍA,1,0,0,0,0,0,1,2019
JILOTLÁN DE LOS DOLORES,1,0,0,0,0,0,1,2019
JOCOTEPEC,23,3,4,4,1,4,7,2019
JUCHITLÁN,1,0,0,0,1,0,0,2019
LA BARCA,14,0,1,6,1,4,2,2019
LA HUERTA,38,3,4,11,17,1,2,2019
LA MANZANILLA DE LA PAZ,18,3,5,5,0,1,4,2019
MAGDALENA,7,0,0,0,0,0,7,2019
MASCOTA,35,2,5,14,9,4,1,2019
MAZAMITLA,74,4,11,13,1,0,45,2019
MEXTICACÁN,1,0,0,0,0,0,1,2019
MEZQUITIC,7,0,0,0,1,0,6,2019
MIXTLÁN,5,0,0,0,0,0,5,2019
OCOTLÁN,16,0,5,5,0,0,6,2019
OJUELOS DE JALISCO,8,0,0,0,0,0,8,2019
PIHUAMO,2,0,0,0,0,0,2,2019
PONCITLÁN,7,0,0,1,0,4,2,2019
PUERTO VALLARTA,425,33,45,41,29,16,261,2019
QUITUPAN,1,0,0,0,0,0,1,2019
SAN DIEGO DE ALEJANDRÍA,4,0,0,1,0,0,3,2019
SAN GABRIEL,5,0,0,0,0,0,5,2019
SAN IGNACIO CERRO GORDO,3,0,0,0,0,0,3,2019
SAN JUAN DE LOS LAGOS,113,18,10,21,23,37,4,2019
SAN JUANITO DE ESCOBEDO,1,0,0,0,0,0,1,2019
SAN JULIÁN,6,0,1,2,0,0,3,2019
SAN MARCOS,2,0,0,0,0,0,2,2019
SAN MARTÍN HIDALGO,4,0,0,1,3,0,0,2019
SAN SEBASTIÁN DEL OESTE,37,8,1,21,1,0,6,2019
SANTA MARÍA DEL ORO,1,0,0,0,0,0,1,2019
TALA,8,0,0,0,0,0,8,2019
TALPA DE ALLENDE,96,0,0,0,0,0,96,2019
TAMAZULA DE GORDIANO,4,0,0,0,0,0,4,2019
TAPALPA,91,1,0,0,0,0,90,2019
TECALITLÁN,3,0,0,1,0,0,2,2019
TENAMAXTLÁN,2,0,0,0,0,0,2,2019
TEOCALTICHE,5,0,2,0,3,0,0,2019
TEOCUITATLÁN DE CORONA,1,0,0,0,0,0,1,2019
TEPATITLÁN DE MORELOS,20,1,8,4,0,0,7,2019
TEQUILA,29,3,8,7,7,2,2,2019
TEUCHITLÁN,4,0,0,1,0,0,3,2019
TIZAPÁN EL ALTO,3,0,0,0,0,2,1,2019
TLAJOMULCO DE ZÚÑIGA,8,1,1,2,0,0,4,2019
TLAQUEPAQUE,53,9,9,10,0,0,25,2019
TOLIMÁN,3,0,0,0,0,0,3,2019
TOMATLÁN,11,0,2,3,4,1,1,2019
TONALÁ,18,1,0,9,3,0,5,2019
TONAYA,4,0,0,0,2,0,2,2019
TOTATICHE,8,0,0,0,7,1,0,2019
TOTOTLÁN,2,0,0,0,0,0,2,2019
TUXCUECA,3,0,0,0,0,2,1,2019
TUXPAN,3,0,0,1,0,1,1,2019
UNIÓN DE SAN ANTONIO,3,0,0,0,0,0,3,2019
UNIÓN DE TULA,6,0,1,1,0,0,4,2019
VALLE DE GUADALUPE,2,0,0,0,0,0,2,2019
VALLE DE JUÁREZ,3,0,0,0,0,0,3,2019
VILLA CORONA,8,0,0,0,0,0,8,2019
VILLA GUERRERO,1,0,0,0,1,0,0,2019
VILLA HIDALGO,13,0,0,2,0,0,11,2019
VILLA PURIFICACIÓN,5,0,2,0,1,1,1,2019
YAHUALICA DE GONZÁLEZ GALLO,7,1,2,1,2,0,1,2019
ZACOALCO DE TORRES,7,0,1,1,0,5,0,2019
ZAPOPAN,97,8,30,31,10,6,12,2019
ZAPOTILTIC,5,0,1,0,0,0,4,2019
ZAPOTITLÁN DE VADILLO,1,0,0,0,0,0,1,2019
ZAPOTLÁN DEL REY,2,1,0,1,0,0,0,2019
ZAPOTLÁN EL GRANDE,18,0,2,9,3,2,2,2019
ZAPOTLANEJO,13,0,1,7,1,0,4,2019
MUNICIPIO,Total,"Cinco
estrellas*","Cuatro
estrellas","Tres 
estrellas","Dos
estrellas","Una
estrella","[Sin 
categoría**]",2020
ACATIC,4,0,0,1,0,1,2,2020
ACATLAN DE JUAREZ,1,0,0,1,0,0,0,2020
AHUALULCO DE MERCADO,9,1,3,0,0,0,5,2020
AMACUECA,1,0,0,0,0,0,1,2020
AMATITAN,3,0,0,1,0,2,0,2020
AMECA,6,0,2,2,1,1,0,2020
ARANDAS,17,1,2,1,2,4,7,2020
ATEMAJAC DE BRIZUELA,10,3,1,1,4,1,0,2020
ATENGO,1,0,0,0,0,0,1,2020
ATENGUILLO,7,0,0,0,1,0,6,2020
ATOTONILCO EL ALTO,9,0,1,2,0,0,6,2020
ATOYAC,5,3,0,0,1,1,0,2020
AUTLÁN DE NAVARRO,11,0,1,3,5,2,0,2020
AYOTLÁN,2,0,0,2,0,0,0,2020
AYUTLA,6,0,0,0,0,0,6,2020
BOLAÑOS,3,0,0,1,1,1,0,2020
CABO CORRIENTES,8,1,1,4,1,0,1,2020
CAÑADAS DE OBREGÓN,3,2,1,0,0,0,0,2020
CASIMIRO CASTILLO,2,0,0,1,1,0,0,2020
CHAPALA,57,8,21,10,11,7,0,2020
CHIMALTITÁN,2,0,1,0,1,0,0,2020
CHIQUILISTLÁN,2,0,0,0,0,0,2,2020
CIHUATLAN,145,32,13,43,26,19,12,2020
COCULA,10,0,1,0,0,0,9,2020
COLOTLÁN,7,0,1,1,0,3,2,2020
CONCEPCIÓN DE BUENOS AIRES,5,5,0,0,0,0,0,2020
CUAUTITLÁN DE GARCÍA BARRAGÁN,2,0,0,0,0,2,0,2020
CUAUTLA,2,0,0,0,1,0,1,2020
CUQUIO,2,0,2,0,0,0,0,2020
DEGOLLADO,2,0,1,1,0,0,0,2020
EL ARENAL,5,0,0,0,0,0,5,2020
EL GRULLO ,6,0,1,2,1,1,1,2020
EL SALTO,13,0,4,1,0,0,8,2020
ENCARNACIÓN DE DÍAZ,6,0,4,1,1,0,0,2020
ETZATLAN,10,1,0,0,0,0,9,2020
GÓMEZ FARIAS,3,0,0,0,0,0,3,2020
GUACHINANGO,4,0,0,0,0,0,4,2020
GUADALAJARA,291,17,65,51,37,48,73,2020
HOSTOTIPAQUILLO,1,0,0,0,0,0,1,2020
HUEJÚCAR,3,0,0,0,0,3,0,2020
HUEJUQUILLA EL ALTO,3,0,0,2,1,0,0,2020
IXTLAHUACÁN DE LOS MEMBRILLOS,3,0,0,3,0,0,0,2020
IXTLAHUACÁN DEL RÍO,5,0,0,0,0,0,5,2020
JALOSTOTITLÁN,8,1,2,3,0,1,1,2020
JAMAY,8,0,1,3,0,1,3,2020
JESUS MARIA,2,0,0,0,0,0,2,2020
JILOTLAN DE LOS DOLORES,1,0,0,0,0,0,1,2020
JOCOTEPEC,25,3,4,4,1,4,9,2020
JUCHITLÁN,1,0,0,0,1,0,0,2020
LA BARCA,14,0,1,6,1,4,2,2020
LA HUERTA,37,3,4,11,16,1,2,2020
LA MANZANILLA DE LA PAZ,18,3,5,5,0,1,4,2020
LAGOS DE MORENO,32,3,4,5,3,0,17,2020
MAGDALENA,7,0,0,0,0,0,7,2020
MASCOTA,36,2,6,14,9,4,1,2020
MAZAMITLA,494,1,6,6,0,0,481,2020
MEXTICACAN,2,0,0,0,0,0,2,2020
MEZQUITIC,6,0,0,0,1,0,5,2020
MIXTLAN,5,0,0,0,0,0,5,2020
OCOTLÁN,16,0,5,5,0,0,6,2020
OJUELOS,8,0,0,0,0,1,7,2020
PIHUAMO,2,0,0,0,0,0,2,2020
PONCITLÁN,7,0,0,1,0,4,2,2020
PUERTO VALLARTA,434,33,44,41,31,16,269,2020
QUITUPAN,1,0,0,0,0,0,1,2020
SAN DIEGO DE ALEJANDRIA,4,0,0,1,0,1,2,2020
SAN GABRIEL,5,0,0,0,0,0,5,2020
SAN IGNACIO CERRO GORDO,3,0,0,0,1,0,2,2020
SAN JUAN DE LOS LAGOS,114,3,10,19,26,37,19,2020
SAN JUANITO DE ESCOBEDO,1,0,0,0,0,0,1,2020
SAN JULIAN,4,0,1,2,0,0,1,2020
SAN MARCOS,2,0,0,0,0,0,2,2020
SAN MARTÍN DE BOLAÑOS,2,0,0,0,1,1,0,2020
SAN MARTIN HIDALGO,4,0,0,1,3,0,0,2020
SAN MIGUEL EL ALTO,6,0,2,1,0,3,0,2020
SAN SEBASTIÁN DEL OESTE,37,7,3,21,1,1,4,2020
SANTA MARIA DEL ORO,1,0,0,0,0,0,1,2020
SAYULA,8,3,3,0,2,0,0,2020
TALA,14,0,1,0,0,0,13,2020
TALPA DE ALLENDE,96,0,0,0,0,0,96,2020
TAMAZULA DE GORDIANO,5,0,1,1,0,0,3,2020
TAPALPA,91,1,0,0,0,0,90,2020
TECALITLAN,4,0,0,1,0,0,3,2020
TECOLOTLÁN,4,0,0,0,1,3,0,2020
TENAMAXTLAN,2,0,0,0,0,0,2,2020
TEOCALTICHE,5,0,2,0,3,0,0,2020
TEOCUITATLAN DE CORONA,1,0,0,0,0,0,1,2020
TEPATITLÁN DE MORELOS,24,2,9,4,0,0,9,2020
TEQUILA,29,3,8,7,7,2,2,2020
TEUCHITLAN,4,0,0,1,0,0,3,2020
TIZAPÁN EL ALTO,2,0,0,0,0,2,0,2020
TLAJOMULCO,8,1,1,2,0,0,4,2020
TLAQUEPAQUE,52,9,9,10,0,0,24,2020
TOLIMÁN ,3,0,0,0,0,0,3,2020
TOMATLAN,11,0,2,3,4,1,1,2020
TONALA,17,1,0,9,2,0,5,2020
TONAYA,2,0,0,0,2,0,0,2020
TOTATICHE,8,0,0,0,7,1,0,2020
TOTOTLÁN,2,0,0,0,0,0,2,2020
TUXCUECA,3,0,0,0,0,2,1,2020
TUXPAN,5,0,0,1,0,1,3,2020
UNION DE SAN ANTONIO,3,0,0,0,0,0,3,2020
UNION DE TULA,6,0,1,1,0,0,4,2020
VALLE DE GUADALUPE,1,0,0,0,0,0,1,2020
VALLE DE JUAREZ,3,0,0,0,0,0,3,2020
VILLA CORONA,8,0,0,0,0,0,8,2020
VILLA GUERRERO,1,0,0,0,1,0,0,2020
VILLA HIDALGO,14,0,1,1,1,3,8,2020
VILLA PURIFICACIÓN,5,0,2,0,1,1,1,2020
YAHUALICA DE GONZÁLEZ GALLO,7,1,2,1,2,0,1,2020
ZACOALCO DE TORRES,7,0,1,1,0,5,0,2020
ZAPOPAN,95,8,30,30,10,6,11,2020
ZAPOTILTIC,3,0,1,0,0,0,2,2020
ZAPOTITLAN DE VADILLO,1,0,0,0,0,0,1,2020
ZAPOTLAN DEL REY,2,1,0,1,0,0,0,2020
ZAPOTLAN EL GRANDE,15,0,2,7,3,3,0,2020
ZAPOTLANEJO,13,0,1,7,1,0,4,2020
