,municipio,total,5 estrellas,4 estrellas,3 estrellas,2 estrellas,1 estrellas,sin categoria,año
65,Amacueca,2,0,0,0,0,0,2,2015
66,Atemajac de Brizuela,3,0,0,0,0,0,3,2015
67,Atoyac,2,1,0,0,0,0,1,2015
68,Gómez Farías,2,0,0,0,1,0,1,2015
69,San Gabriel,2,0,0,0,1,0,1,2015
70,Sayula,8,2,2,1,1,1,1,2015
71,Tapalpa,59,5,8,10,1,1,34,2015
72,Tonila,1,0,0,1,0,0,0,2015
73,Tuxpan,4,0,0,1,1,1,1,2015
74,Zacoalco de Torres,5,0,0,0,0,2,3,2015
75,Zapotiltic,5,0,0,0,1,1,3,2015
76,Zapotitlán de Vadillo,1,0,0,0,0,0,1,2015
77,Zapotlán el Grande,15,3,2,5,4,0,1,2015
79,Atengo,2,0,0,0,0,0,2,2015
80,Chiquilistlán,2,0,0,0,0,0,2,2015
81,El Grullo,4,0,1,0,1,0,2,2015
82,El Limón,1,0,0,0,0,1,0,2015
83,Juchitlán,1,0,0,0,0,0,1,2015
84,Tecolotlán,5,0,0,0,0,3,2,2015
85,Tenamaxtlán,1,0,0,0,0,1,0,2015
86,Tonaya,1,0,0,0,0,0,1,2015
87,Unión de Tula,3,0,0,1,0,2,0,2015
89,Autlán de Navarro,7,0,0,3,1,1,2,2015
90,Casimiro Castillo,2,0,0,1,0,1,0,2015
91,Cihuatlán,129,0,9,29,24,25,42,2015
92,La Huerta,35,6,2,3,4,5,15,2015
93,Villa Purificación,3,0,0,0,1,1,1,2015
95,Cabo Corrientes,6,1,0,2,1,0,2,2015
96,Puerto Vallarta,292,26,30,28,12,11,185,2015
97,Tomatlán,8,1,1,0,1,0,5,2015
99,Atenguillo,1,0,0,0,0,1,0,2015
100,Ayutla,2,0,0,0,0,1,1,2015
101,Guachinango,2,0,0,0,0,0,2,2015
102,Mascota,22,2,5,9,1,0,5,2015
103,San Sebastián del Oeste,18,2,1,4,3,2,6,2015
104,Talpa de Allende,37,0,1,3,2,8,23,2015
106,Ahualulco de Mercado,5,1,1,0,0,1,2,2015
107,Amatitán,2,0,0,0,0,0,2,2015
108,Ameca,6,0,0,2,0,4,0,2015
109,Cocula,4,0,0,1,1,1,1,2015
110,El Arenal,3,0,0,0,0,0,3,2015
111,Etzatlán,5,0,1,1,0,1,2,2015
112,Hostotipaquillo,2,0,0,0,0,0,2,2015
113,Magdalena,5,0,0,0,0,4,1,2015
114,San Juanito de Escobedo,1,0,0,0,0,0,1,2015
115,San Marcos,1,0,0,0,0,0,1,2015
116,San Martín Hidalgo,2,0,0,0,0,1,1,2015
117,Tala,4,0,0,2,0,1,1,2015
118,Tequila,22,2,6,4,4,1,5,2015
119,Teuchitlán,4,0,2,0,0,1,1,2015
121,Cuquío,4,0,0,2,2,0,0,2015
122,El Salto,2,0,1,0,0,0,1,2015
123,Guadalajara,230,23,43,43,10,39,72,2015
124,Ixtlahuacán de los Membrillos,1,0,1,0,0,0,0,2015
125,Ixtlahuacán del Río,0,0,0,0,0,0,1,2015
126,San Cristóbal de la Barranca,2,1,0,0,0,0,1,2015
127,San Pedro Tlaquepaque,36,2,9,5,0,2,17,2015
128,Tlajomulco de Zúñiga,7,1,1,1,0,0,4,2015
129,Tonalá,11,0,0,6,0,3,2,2015
130,Villa Corona,10,0,0,0,0,2,8,2015
131,Zapopan,70,8,19,11,2,1,29,2015
132,Zapotlanejo,7,0,1,3,0,2,1,2015
