,municipio,total,5 estrellas,4 estrellas,3 estrellas,2 estrellas,1 estrellas,sin categoria,año
51,JALOSTOTITLÁN,8,1,2,3,0,1,1,2020
52,JAMAY,8,0,1,3,0,1,3,2020
53,JESUS MARIA,2,0,0,0,0,0,2,2020
54,JILOTLAN DE LOS DOLORES,1,0,0,0,0,0,1,2020
55,JOCOTEPEC,25,3,4,4,1,4,9,2020
56,JUCHITLÁN,1,0,0,0,1,0,0,2020
57,LA BARCA,14,0,1,6,1,4,2,2020
58,LA HUERTA,37,3,4,11,16,1,2,2020
59,LA MANZANILLA DE LA PAZ,18,3,5,5,0,1,4,2020
60,LAGOS DE MORENO,32,3,4,5,3,0,17,2020
61,MAGDALENA,7,0,0,0,0,0,7,2020
62,MASCOTA,36,2,6,14,9,4,1,2020
63,MAZAMITLA,494,1,6,6,0,0,481,2020
64,MEXTICACAN,2,0,0,0,0,0,2,2020
65,MEZQUITIC,6,0,0,0,1,0,5,2020
66,MIXTLAN,5,0,0,0,0,0,5,2020
67,OCOTLÁN,16,0,5,5,0,0,6,2020
68,OJUELOS,8,0,0,0,0,1,7,2020
69,PIHUAMO,2,0,0,0,0,0,2,2020
70,PONCITLÁN,7,0,0,1,0,4,2,2020
71,PUERTO VALLARTA,434,33,44,41,31,16,269,2020
72,QUITUPAN,1,0,0,0,0,0,1,2020
73,SAN DIEGO DE ALEJANDRIA,4,0,0,1,0,1,2,2020
74,SAN GABRIEL,5,0,0,0,0,0,5,2020
75,SAN IGNACIO CERRO GORDO,3,0,0,0,1,0,2,2020
76,SAN JUAN DE LOS LAGOS,114,3,10,19,26,37,19,2020
77,SAN JUANITO DE ESCOBEDO,1,0,0,0,0,0,1,2020
78,SAN JULIAN,4,0,1,2,0,0,1,2020
79,SAN MARCOS,2,0,0,0,0,0,2,2020
80,SAN MARTÍN DE BOLAÑOS,2,0,0,0,1,1,0,2020
81,SAN MARTIN HIDALGO,4,0,0,1,3,0,0,2020
82,SAN MIGUEL EL ALTO,6,0,2,1,0,3,0,2020
83,SAN SEBASTIÁN DEL OESTE,37,7,3,21,1,1,4,2020
84,SANTA MARIA DEL ORO,1,0,0,0,0,0,1,2020
85,SAYULA,8,3,3,0,2,0,0,2020
86,TALA,14,0,1,0,0,0,13,2020
87,TALPA DE ALLENDE,96,0,0,0,0,0,96,2020
88,TAMAZULA DE GORDIANO,5,0,1,1,0,0,3,2020
89,TAPALPA,91,1,0,0,0,0,90,2020
90,TECALITLAN,4,0,0,1,0,0,3,2020
91,TECOLOTLÁN,4,0,0,0,1,3,0,2020
92,TENAMAXTLAN,2,0,0,0,0,0,2,2020
93,TEOCALTICHE,5,0,2,0,3,0,0,2020
94,TEOCUITATLAN DE CORONA,1,0,0,0,0,0,1,2020
95,TEPATITLÁN DE MORELOS,24,2,9,4,0,0,9,2020
96,TEQUILA,29,3,8,7,7,2,2,2020
97,TEUCHITLAN,4,0,0,1,0,0,3,2020
98,TIZAPÁN EL ALTO,2,0,0,0,0,2,0,2020
99,TLAJOMULCO,8,1,1,2,0,0,4,2020
100,TLAQUEPAQUE,52,9,9,10,0,0,24,2020
101,TOLIMÁN ,3,0,0,0,0,0,3,2020
102,TOMATLAN,11,0,2,3,4,1,1,2020
103,TONALA,17,1,0,9,2,0,5,2020
104,TONAYA,2,0,0,0,2,0,0,2020
105,TOTATICHE,8,0,0,0,7,1,0,2020
106,TOTOTLÁN,2,0,0,0,0,0,2,2020
107,TUXCUECA,3,0,0,0,0,2,1,2020
108,TUXPAN,5,0,0,1,0,1,3,2020
109,UNION DE SAN ANTONIO,3,0,0,0,0,0,3,2020
110,UNION DE TULA,6,0,1,1,0,0,4,2020
111,VALLE DE GUADALUPE,1,0,0,0,0,0,1,2020
112,VALLE DE JUAREZ,3,0,0,0,0,0,3,2020
113,VILLA CORONA,8,0,0,0,0,0,8,2020
114,VILLA GUERRERO,1,0,0,0,1,0,0,2020
115,VILLA HIDALGO,14,0,1,1,1,3,8,2020
116,VILLA PURIFICACIÓN,5,0,2,0,1,1,1,2020
117,YAHUALICA DE GONZÁLEZ GALLO,7,1,2,1,2,0,1,2020
118,ZACOALCO DE TORRES,7,0,1,1,0,5,0,2020
119,ZAPOPAN,95,8,30,30,10,6,11,2020
120,ZAPOTILTIC,3,0,1,0,0,0,2,2020
121,ZAPOTITLAN DE VADILLO,1,0,0,0,0,0,1,2020
122,ZAPOTLAN DEL REY,2,1,0,1,0,0,0,2020
123,ZAPOTLAN EL GRANDE,15,0,2,7,3,3,0,2020
124,ZAPOTLANEJO,13,0,1,7,1,0,4,2020
