,municipio,total,5 estrellas,4 estrellas,3 estrellas,2 estrellas,1 estrellas,sin categoria,año
50,HUEJUQUILLA EL ALTO,3,0,0,2,1,0,0,2019
51,IXTLAHUACÁN DE LOS MEMBRILLOS,3,0,0,3,0,0,0,2019
52,IXTLAHUACÁN DEL RÍO,5,0,0,0,0,0,5,2019
53,JALOSTOTITLÁN,8,1,2,3,0,1,1,2019
54,JAMAY,8,0,1,2,1,1,3,2019
55,JESÚS MARÍA,1,0,0,0,0,0,1,2019
56,JILOTLÁN DE LOS DOLORES,1,0,0,0,0,0,1,2019
57,JOCOTEPEC,23,3,4,4,1,4,7,2019
58,JUCHITLÁN,1,0,0,0,1,0,0,2019
59,LA BARCA,14,0,1,6,1,4,2,2019
60,LA HUERTA,38,3,4,11,17,1,2,2019
61,LA MANZANILLA DE LA PAZ,18,3,5,5,0,1,4,2019
63,MAGDALENA,7,0,0,0,0,0,7,2019
64,MASCOTA,35,2,5,14,9,4,1,2019
65,MAZAMITLA,74,4,11,13,1,0,45,2019
66,MEXTICACÁN,1,0,0,0,0,0,1,2019
67,MEZQUITIC,7,0,0,0,1,0,6,2019
68,MIXTLÁN,5,0,0,0,0,0,5,2019
69,OCOTLÁN,16,0,5,5,0,0,6,2019
70,OJUELOS DE JALISCO,8,0,0,0,0,0,8,2019
71,PIHUAMO,2,0,0,0,0,0,2,2019
72,PONCITLÁN,7,0,0,1,0,4,2,2019
73,PUERTO VALLARTA,425,33,45,41,29,16,261,2019
74,QUITUPAN,1,0,0,0,0,0,1,2019
75,SAN DIEGO DE ALEJANDRÍA,4,0,0,1,0,0,3,2019
76,SAN GABRIEL,5,0,0,0,0,0,5,2019
77,SAN IGNACIO CERRO GORDO,3,0,0,0,0,0,3,2019
78,SAN JUAN DE LOS LAGOS,113,18,10,21,23,37,4,2019
79,SAN JUANITO DE ESCOBEDO,1,0,0,0,0,0,1,2019
80,SAN JULIÁN,6,0,1,2,0,0,3,2019
81,SAN MARCOS,2,0,0,0,0,0,2,2019
83,SAN MARTÍN HIDALGO,4,0,0,1,3,0,0,2019
85,SAN SEBASTIÁN DEL OESTE,37,8,1,21,1,0,6,2019
86,SANTA MARÍA DEL ORO,1,0,0,0,0,0,1,2019
88,TALA,8,0,0,0,0,0,8,2019
89,TALPA DE ALLENDE,96,0,0,0,0,0,96,2019
90,TAMAZULA DE GORDIANO,4,0,0,0,0,0,4,2019
91,TAPALPA,91,1,0,0,0,0,90,2019
92,TECALITLÁN,3,0,0,1,0,0,2,2019
94,TENAMAXTLÁN,2,0,0,0,0,0,2,2019
95,TEOCALTICHE,5,0,2,0,3,0,0,2019
96,TEOCUITATLÁN DE CORONA,1,0,0,0,0,0,1,2019
97,TEPATITLÁN DE MORELOS,20,1,8,4,0,0,7,2019
98,TEQUILA,29,3,8,7,7,2,2,2019
99,TEUCHITLÁN,4,0,0,1,0,0,3,2019
100,TIZAPÁN EL ALTO,3,0,0,0,0,2,1,2019
101,TLAJOMULCO DE ZÚÑIGA,8,1,1,2,0,0,4,2019
102,TLAQUEPAQUE,53,9,9,10,0,0,25,2019
103,TOLIMÁN,3,0,0,0,0,0,3,2019
104,TOMATLÁN,11,0,2,3,4,1,1,2019
105,TONALÁ,18,1,0,9,3,0,5,2019
106,TONAYA,4,0,0,0,2,0,2,2019
107,TOTATICHE,8,0,0,0,7,1,0,2019
108,TOTOTLÁN,2,0,0,0,0,0,2,2019
109,TUXCUECA,3,0,0,0,0,2,1,2019
110,TUXPAN,3,0,0,1,0,1,1,2019
111,UNIÓN DE SAN ANTONIO,3,0,0,0,0,0,3,2019
112,UNIÓN DE TULA,6,0,1,1,0,0,4,2019
113,VALLE DE GUADALUPE,2,0,0,0,0,0,2,2019
114,VALLE DE JUÁREZ,3,0,0,0,0,0,3,2019
115,VILLA CORONA,8,0,0,0,0,0,8,2019
116,VILLA GUERRERO,1,0,0,0,1,0,0,2019
117,VILLA HIDALGO,13,0,0,2,0,0,11,2019
118,VILLA PURIFICACIÓN,5,0,2,0,1,1,1,2019
119,YAHUALICA DE GONZÁLEZ GALLO,7,1,2,1,2,0,1,2019
120,ZACOALCO DE TORRES,7,0,1,1,0,5,0,2019
121,ZAPOPAN,97,8,30,31,10,6,12,2019
122,ZAPOTILTIC,5,0,1,0,0,0,4,2019
123,ZAPOTITLÁN DE VADILLO,1,0,0,0,0,0,1,2019
124,ZAPOTLÁN DEL REY,2,1,0,1,0,0,0,2019
125,ZAPOTLÁN EL GRANDE,18,0,2,9,3,2,2,2019
126,ZAPOTLANEJO,13,0,1,7,1,0,4,2019
