,municipio,total,5 estrellas,4 estrellas,3 estrellas,2 estrellas,1 estrellas,sin categoria,año
64,Tecalitlán,2,0,1,1,0,0,0,2016
65,Valle de Juárez,3,0,0,0,0,0,3,2016
67,Amacueca,1,0,0,0,0,0,1,2016
68,Atemajac de Brizuela,9,1,0,1,4,0,3,2016
69,Atoyac,5,3,0,0,1,1,0,2016
70,Gómez Farías,3,0,0,0,0,0,3,2016
71,San Gabriel,3,0,0,0,0,0,3,2016
72,Sayula,8,3,3,0,2,0,0,2016
73,Tapalpa,78,3,4,4,0,0,67,2016
74,Teocuitatlan de Corona,1,0,0,0,0,0,1,2016
75,Tolimán,3,0,0,0,0,0,3,2016
76,Tuxpan,3,0,0,1,0,1,1,2016
77,Zacoalco de Torres,7,0,1,0,0,6,0,2016
78,Zapotiltic,5,0,0,0,0,0,5,2016
79,Zapotitlán de Vadillo,1,0,0,0,0,0,1,2016
80,Zapotlán el Grande,15,0,2,6,4,3,0,2016
82,Atengo,1,0,0,0,0,0,1,2016
83,Chiquilistlán,1,0,0,0,0,0,1,2016
84,El Grullo,6,0,1,2,2,1,0,2016
85,El Limón,2,0,0,1,0,0,1,2016
86,Juchitlán,1,0,0,0,1,0,0,2016
87,Tecolotlán,4,0,0,0,1,3,0,2016
88,Tenamaxtlán,2,0,0,0,0,0,2,2016
89,Tonaya,4,0,0,0,1,0,3,2016
90,Unión de Tula,5,0,0,1,0,0,4,2016
92,Autlán de Navarro,12,0,1,3,6,2,0,2016
93,Casimiro Castillo,2,0,0,1,1,0,0,2016
94,Cihuatlán,130,24,12,37,18,19,20,2016
95,Cuautitlan de Garcia Barragan ,2,0,0,0,0,2,0,2016
96,La Huerta,32,10,3,5,7,5,2,2016
97,Villa Purificación,6,0,0,0,0,0,6,2016
99,Cabo Corrientes,8,1,1,3,1,0,2,2016
100,Puerto Vallarta,329,30,41,30,30,14,184,2016
101,Tomatlán,7,0,1,1,5,0,0,2016
103,Atenguillo,6,0,0,0,0,0,6,2016
104,Ayutla,6,0,0,0,0,0,6,2016
105,Cuautla ,2,0,0,0,1,0,1,2016
106,Guachinango,3,0,0,0,0,0,3,2016
107,Mascota,33,2,5,14,9,3,0,2016
108,Mixtlán,4,0,0,0,0,0,4,2016
109,San Sebastián del Oeste,19,4,1,9,1,0,4,2016
110,Talpa de Allende,90,0,1,1,0,1,87,2016
112,Ahualulco de Mercado,8,0,0,0,0,0,8,2016
113,Amatitán,2,0,0,0,0,2,0,2016
114,Ameca,6,0,1,2,1,0,2,2016
115,Cocula,3,0,0,0,0,0,3,2016
116,El Arenal,5,0,0,0,0,0,5,2016
117,Etzatlán,6,0,0,0,0,0,6,2016
118,Hostotipaquillo,1,0,0,0,0,0,1,2016
119,Magdalena,5,0,0,0,0,0,5,2016
120,San Juanito de Escobedo,1,0,0,0,0,0,1,2016
121,San Marcos,2,0,0,0,0,0,2,2016
122,San Martín Hidalgo,8,0,0,0,6,2,0,2016
123,Tala,7,0,0,0,0,0,7,2016
124,Tequila,27,1,6,5,3,2,10,2016
125,Teuchitlán,4,0,0,0,0,0,4,2016
127,Acatlan de Juarez ,1,0,0,0,0,0,1,2016
128,Cuquío,2,0,2,0,0,0,0,2016
129,El Salto,4,0,3,1,0,0,0,2016
130,Guadalajara,262,35,67,42,90,17,11,2016
131,Ixtlahuacán de los Membrillos,3,0,1,0,0,1,1,2016
132,Ixtlahuacán del Río,1,0,0,0,0,0,1,2016
133,San Pedro Tlaquepaque,21,11,2,8,0,0,0,2016
134,Tlajomulco de Zúñiga,8,1,1,2,0,0,4,2016
135,Tonalá,12,1,0,8,3,0,0,2016
136,Villa Corona,8,0,0,0,0,0,8,2016
137,Zapopan,82,11,29,16,2,0,24,2016
138,Zapotlanejo,9,0,1,7,1,0,0,2016
